AG025.1548-0.2727  5 1691   0.7 20   2.33   9.3  17.5
AG025.1548-0.2727  6 1749   0.7 20   1.11   4.1   7.6
AG025.1548-0.2727  7 1533   0.7 20   3.94  19.1  39.8
AG025.1548-0.2727  8 2101   0.7 20   0.39   1.0   1.5
AG025.1548-0.2727  9 1970   0.7 20   0.7    2.1   3.3
AG025.1548-0.2727 10 1815   0.7 20   0.26   0.9   1.6
AG025.1548-0.2727 11 1795   0.7 20   0.58   2.1   3.7
AG025.1783+0.2107  1 1333   1.0 20   0.62   4.0   9.5
AG025.1783+0.2107  2 1368   1.0 20   0.39   2.4   5.6
AG025.1783+0.2107  3 1377   1.0 20   0.34   2.0   4.8
AG025.1820+0.1913  1 1513   0.1 20   0.79   3.9   8.3
AG025.1820+0.1913  2 1359   0.1 20   0.61   3.8   8.9
AG025.2259+0.2891  1 1602   2.0 35   0.09   0.4   0.8
AG025.2259+0.2891  2 1519   2.0 35   0.07   0.4   0.8
AG025.2259+0.2891  3 1481   2.0 35   0.07   0.3   0.8
AG025.2259+0.2891  4 1538   2.0 35   1.62   7.8  16.2
AG025.2259+0.2891  5 1668   2.0 35   1.76   7.2  13.8
AG025.2259+0.2891  6 1655   2.0 35   0.42   1.7   3.4
AG025.2259+0.2891  7 1209   2.0 35   0.04   0.3   0.9
AG025.3831-0.1819  1 2079 237.3 70   0.17   0.4   0.7
AG025.3831-0.1819  2 2138 237.3 70   0.29   0.7   1.1
AG025.3831-0.1819  3 2079 237.3 70   0.11   0.3   0.4
AG025.3831-0.1819  4 1902 237.3 70   1.35   4.2   7.1
AG025.3831-0.1819  5 1719 237.3 70   0.06   0.2   0.4
AG025.3831-0.1819  6 1900 237.3 70   0.15   0.5   0.8
AG025.3831-0.1819  7 1900 237.3 70   0.15   0.5   0.8
AG025.3831-0.1819  8 2153 237.3 70   1.08   2.7   3.9
AG025.3831-0.1819  9 2077 237.3 70   0.19   0.5   0.8
AG025.3831-0.1819 10 2214 237.3 70   0.09   0.2   0.3
AG025.3831-0.1819 11 2728 237.3 70   1.88   2.9   3.4
AG025.3831-0.1819 12 2180 237.3 70   0.17   0.4   0.6
AG025.3831-0.1819 13 2076 237.3 70   0.1    0.3   0.4
AG025.3831-0.1819 14 1905 237.3 70   0.11   0.3   0.6
AG025.3831-0.1819 15 2493 237.3 70   0.18   0.3   0.4
AG025.3831-0.1819 16 1904 237.3 70   0.06   0.2   0.3
AG025.3831-0.1819 17 2276 237.3 70   0.12   0.3   0.4
AG025.3831-0.1819 18 2387 237.3 70   0.12   0.2   0.3
AG025.3831-0.1819 19 2089 237.3 70   0.12   0.3   0.5
AG025.3831-0.1819 20 2824 237.3 70   0.18   0.3   0.3
AG025.3831-0.1819 21 3040 237.3 70   0.34   0.4   0.4
AG025.3831-0.1819 22 2494 237.3 70   0.23   0.4   0.5
AG025.3831-0.1819 23 2356 237.3 70   0.11   0.2   0.3
AG025.3831-0.1819 24 1755 237.3 70   0.8    3.0   5.4
AG025.3831-0.1819 25 2691 237.3 70   0.92   1.4   1.7
AG025.3838-0.1472  1 1659   5.6 35   2.5   10.3  19.9
AG025.3838-0.1472  2 1695   5.6 35   0.89   3.5   6.6
AG025.3838-0.1472  3 1761   5.6 35   1.18   4.3   7.8
AG025.3838-0.1472  4 1915   5.6 35   4.95  15.4  25.6
AG025.3838-0.1472  5 1397   5.6 35   0.31   1.8   4.2
AG025.3838-0.1472  6 1335   5.6 35   0.16   1.0   2.5
AG025.3838-0.1472  7 1483   5.6 35   0.22   1.2   2.5
AG025.3838-0.1472  8 1821   5.6 35   4.84  16.6  29.1
AG025.3838-0.1472  9 1359   5.6 35   0.57   3.5   8.3
AG025.3838-0.1472 10 1901   5.6 35   0.36   1.1   1.9
AG025.3838-0.1472 11 1625   5.6 35   1.76   7.6  14.9
AG025.3838-0.1472 12 1570   5.6 35   0.28   1.3   2.6
AG025.3838-0.1472 13 1869   5.6 35   2.38   7.8  13.3
AG025.3838-0.1472 14 1519   5.6 35   0.31   1.5   3.2
AG025.3981-0.1406  1 1340  41.4 48   0.13   0.8   2.0
AG025.3981-0.1406  2 1471  41.4 48   0.19   1.0   2.1
AG025.3981-0.1406  3 1408  41.4 48   0.13   0.7   1.7
AG025.3981-0.1406  4 1470  41.4 48   0.2    1.1   2.3
AG025.3981-0.1406  5 1702  41.4 48   0.23   0.9   1.7
